地区,年份,GDP_亿元,GDP_当年价_亿元,GDP指数_上年=100,第二产业比重_%,总人口数_人,人口数_抽样调查_人,65岁以上人口_人,65岁以上人口_抽样调查_人,城镇化率_%,就业人员数_万人,城镇单位就业人员_万人,私营个体就业人员_万人,私营个体就业人员_NBS_万人,固定资产投资总额_亿元,固定资产投资到位资金增速_%,进出口总额_亿元人民币,进出口总额_万美元,税收收入_亿元,发明专利申请数_件,公有单位专业技术人员_人,公有单位专业技术人员_NBS_人
上海,2005,,9247.66,111.1,48.6,235351.0,,28159.0,,89.09,855.86,,500.09,,3509.66,,,18633673.79,1417.4,10441.0,333321.0,
上海,2006,10825.4,10572.24,111.55,48.5,16525.0,16525.0,2382.0,2382.0,88.7,1005.24,,507.97,508.0,3900.04,,,33838245.945,1576.07,12050.0,331827.0,331827.0
上海,2007,13179.8,12494.01,113.15,46.6,16708.0,16708.0,2381.0,2381.0,88.7,876.58,,512.38,512.4,4420.37,,,28285387.8,1975.48,15212.0,337699.0,337699.0
上海,2008,14877.1,14069.87,112.0,45.5,16854.0,16854.0,2198.0,2198.0,88.6,896.0,377.2,550.31,550.3,4823.15,,,32205531.0,2223.43,17831.0,360340.0,360340.0
上海,2009,16181.4,15046.45,108.95,39.9,16814.0,16814.0,2368.0,2368.0,88.6,929.24,385.4,589.07,589.1,5043.75,,,27771361.1,2368.45,22012.0,363787.0,363787.0
上海,2010,18319.6,17165.98,109.25,42.1,,,,,89.3,924.72,392.9,616.21,616.2,5108.9,,,36895065.2,2707.8,26165.0,356378.0,356378.0
上海,2011,20406.1,19195.69,109.25,41.3,20056.0,20056.0,1579.0,1579.0,89.3,,497.3,660.73,660.7,4962.07,,,43754861.5,3172.72,32142.0,377379.0,377379.0
上海,2012,21774.9,20181.72,107.85,38.92,19862.0,19862.0,1790.0,1790.0,89.3,,555.7,711.95,712.0,5117.62,,,43658695.3,3426.79,37139.0,426612.0,
上海,2013,23809.4,21818.15,107.6,37.2,19932.0,19932.0,2121.0,2121.0,89.6,,618.8,781.38,781.4,5647.79,,,44126821.6,3797.16,39157.0,399928.0,
上海,2014,25964.5,23567.7,107.35,34.7,20020.0,20019.0,1938.0,1938.0,89.3,,648.9,924.4,924.4,6016.4,,,46639984.0,4219.05,39133.0,411689.0,
上海,2015,27821.6,25123.45,107.0,31.81,373956.0,373956.0,47936.0,47936.0,88.53,,637.2,1083.66,1083.7,6352.7,,,,4858.16,46976.0,422972.0,
上海,2016,30963.9,28178.65,106.94,29.83,20188.0,20188.0,2617.34,2617.0,89.0,,627.8,1194.21,1194.2,6755.88,,28662.31,,5625.9,54339.0,435158.0,
上海,2017,34378.3,30632.99,106.9,30.46,19826.0,19826.0,2827.48,2827.0,89.1,,632.3,1344.31,1344.3,7246.6,,32242.9,,5865.51,54630.0,449390.0,
上海,2018,37769.1,32679.87,106.9,29.78,19877.0,19877.0,2972.04,2972.0,89.13,,640.7,1470.84,1470.8,,2.8,34012.09,,6285.04,62755.0,,
上海,2019,40241.2,38155.32,106.6,27.0,18785.0,18785.0,3055.47,3055.0,89.22,,716.1,1556.42,1556.4,,5.9,34054.05,,6216.29,71398.0,,
上海,2020,41603.9,38700.58,106.0,26.6,,,,,89.3,1374.0,645.6,,,,1.8,34872.7,,5841.88,81042.0,,
上海,2021,47059.4,43214.9,101.7,26.49,26365.0,26365.0,4600.0,4600.0,89.3,1365.0,683.1,,,,10.7,40610.4,,6606.74,92527.0,,
上海,2022,48594.5,44652.8,108.1,25.7,25347.0,25347.0,4732.0,4732.0,89.33,1347.0,672.3,,,,-1.8,41810.8,,6349.17,89448.0,,
上海,2023,51404.5,47218.7,99.8,24.6,26187.0,26187.0,5123.0,5123.0,89.46,1345.0,647.6,,,,1.6,42135.3,,7109.14,97066.0,,
上海,2024,53759.5,53926.7,105.0,21.6,25520.0,25520.0,5169.0,5169.0,89.85,1330.0,676.7,,,,1.9,42706.73,,7082.67,100217.0,,
云南,2005,,3461.73,109.0,41.2,589039.0,,44325.0,,29.5,2461.32,,255.06,,1777.63,,,474344.1,312.65,776.0,647176.0,
云南,2006,4157.7,3988.14,110.45,42.8,41359.0,41359.0,3112.0,3112.0,30.5,2517.6,,274.83,274.8,2208.6,,,1535805.775,379.97,1005.0,650316.0,650316.0
云南,2007,5166.0,4772.52,112.2,43.3,41269.0,41269.0,3074.0,3074.0,31.6,2600.82,,315.03,315.0,2759.03,,,879356.7,378.64,1014.0,659890.0,659890.0
云南,2008,6120.6,5692.12,111.75,43.0,40947.0,40947.0,3225.0,3225.0,33.0,2679.5,303.5,356.57,356.6,3435.93,,,959691.6,482.39,1474.0,681574.0,681574.0
云南,2009,6690.2,6169.75,111.55,41.9,40460.0,40460.0,3478.0,3478.0,34.0,2730.2,312.0,400.24,400.2,4526.37,,,804759.5,548.11,1637.0,688529.0,688529.0
云南,2010,7869.9,7224.18,112.19999999999999,44.6,,,,,34.7,2814.11,322.8,441.59,441.6,5528.71,,,1343012.0,702.16,2333.0,697176.0,697176.0
云南,2011,9666.2,8893.12,113.0,42.5,39564.0,39564.0,3041.0,3041.0,36.57,,350.1,514.12,514.1,6191.0,,,1602877.3,881.95,2796.0,739324.0,739324.0
云南,2012,11266.3,10309.47,113.35,42.87,38874.0,38874.0,3015.0,3015.0,38.47,,392.7,563.01,563.0,7831.13,,,2101373.2,1063.9,3324.0,745748.0,
云南,2013,13027.0,11832.31,112.55,42.0,38680.0,38680.0,3099.0,3099.0,39.99,,428.1,620.23,620.2,9968.3,,,2530355.9,1215.66,3961.0,744388.0,
云南,2014,14275.1,12814.59,110.1,41.2,38902.0,38902.0,3393.0,3393.0,41.21,,419.6,700.5,700.5,11498.5,,,2960742.0,1233.23,4732.0,756018.0,
云南,2015,15358.6,13619.17,108.1,39.77,738612.0,738612.0,62088.0,62088.0,42.93,,414.7,672.06,672.1,13500.62,,,,1210.54,6301.0,748016.0,
云南,2016,16773.6,14788.42,108.7,38.48,40141.0,40141.0,3362.36,3362.0,44.64,,419.0,748.67,748.7,16119.4,,1316.91,,1173.52,7907.0,761270.0,
云南,2017,18864.6,16376.34,108.7,37.89,39709.0,39709.0,3335.85,3336.0,46.29,,422.4,796.27,796.3,18935.99,,1582.49,,1233.85,7801.0,784141.0,
云南,2018,21427.5,17881.12,109.5,38.91,39584.0,39584.0,3790.33,3790.0,47.44,,427.0,847.43,847.4,,14.9,1970.64,,1423.25,9606.0,,
云南,2019,23902.1,23223.75,108.9,34.3,37874.0,37874.0,3743.39,3743.0,48.67,,367.5,919.41,919.4,,18.2,2323.7,,1450.63,8996.0,,
云南,2020,25214.5,24521.9,108.1,33.8,,,,,50.05,2806.0,358.2,,,,5.3,2692.8,,1453.07,9753.0,,
云南,2021,27895.3,27146.8,104.0,35.32,49677.0,49677.0,5601.0,5601.0,51.05,2774.0,358.1,,,,-9.5,3143.8,,1514.21,10293.0,,
云南,2022,29301.1,28954.2,107.3,36.2,48066.0,48066.0,5608.0,5608.0,51.72,2735.0,355.3,,,,11.7,3244.0,,1197.32,12036.0,,
云南,2023,30595.8,30021.1,104.3,34.2,49205.0,49205.0,5880.0,5880.0,52.92,2748.0,345.0,,,,-11.5,2588.0,,1387.76,12493.0,,
云南,2024,31423.4,31534.1,103.85,32.8,47918.0,47918.0,5783.0,5783.0,54.11,2707.0,334.1,,,,-18.6,2484.36,,1416.69,14231.0,,
内蒙古,2005,,3905.03,123.8,45.5,315884.0,,25056.0,,47.2,1041.13,,150.48,,2643.6,,,487625.38,277.46,307.0,465517.0,
内蒙古,2006,4212.3,4944.25,121.4,48.6,22180.0,22180.0,1728.0,1728.0,48.64,1051.2,,161.41,161.4,3363.21,,,934598.555,343.38,430.0,470959.0,470959.0
内蒙古,2007,5239.6,6423.18,119.05,51.8,22066.0,22066.0,1802.0,1802.0,50.15,1081.53,,176.45,176.5,4372.88,,,773588.5,347.91,565.0,486148.0,486148.0
内蒙古,2008,6352.4,8496.2,118.15,55.0,21816.0,21816.0,1769.0,1769.0,51.71,1103.28,244.8,208.19,208.2,5475.41,,,891848.3,464.45,695.0,492673.0,492673.0
内蒙古,2009,7227.0,9740.25,117.05000000000001,52.5,21499.0,21499.0,1818.0,1818.0,53.4,1142.47,245.8,234.26,234.3,7336.79,,,677406.6,576.83,719.0,493000.0,493000.0
内蒙古,2010,8342.1,11672.0,115.95,54.6,,,,,55.5,1184.68,249.2,258.81,258.8,8926.46,,,872974.1,752.81,932.0,482413.0,482413.0
内蒙古,2011,9610.8,14359.88,114.65,56.0,21203.0,21203.0,1461.0,1461.0,57.04,,262.4,301.53,301.5,10365.17,,,1193090.4,985.69,1267.0,495875.0,495875.0
内蒙古,2012,10638.9,15880.58,112.9,55.42,20775.0,20775.0,1636.0,1636.0,58.42,,270.8,360.87,360.9,11875.74,,,1125898.2,1119.87,1492.0,499833.0,
内蒙古,2013,11584.9,16916.5,110.25,54.0,20613.0,20613.0,1762.0,1762.0,59.82,,303.8,467.43,467.4,14217.38,,,1199457.2,1215.2,1935.0,497355.0,
内蒙古,2014,12377.3,17770.19,108.4,51.3,20672.0,20671.0,1929.0,1929.0,60.97,,301.5,522.7,522.7,17591.8,,,1455632.0,1251.07,1924.0,484318.0,
内蒙古,2015,13062.7,17831.51,107.8,50.48,390222.0,390222.0,37288.0,37288.0,62.09,,298.3,512.01,512.0,13702.22,,,,1320.75,2254.0,483173.0,
内蒙古,2016,13879.0,18128.1,107.7,47.18,21136.0,21136.0,1994.8,1995.0,63.4,,293.2,525.26,525.3,15080.01,,768.68,,1335.88,2878.0,486842.0,
内蒙古,2017,15009.9,16096.21,107.2,39.76,20849.0,20849.0,2259.87,2260.0,64.6,,280.6,588.63,588.6,14013.16,,940.86,,1286.91,2845.0,482269.0,
内蒙古,2018,16252.9,17289.22,104.0,39.37,20781.0,20781.0,2046.6,2047.0,65.51,,272.4,589.11,589.1,,-12.3,1034.66,,1399.86,3757.0,,
内蒙古,2019,17479.4,17212.53,105.3,39.6,19744.0,19744.0,2013.17,2013.0,66.46,,280.9,619.5,619.5,,10.4,1097.49,,1539.69,4889.0,,
内蒙古,2020,17623.4,17359.82,105.2,39.6,,,,,67.48,1242.0,270.6,,,,5.6,1054.2,,1457.76,5381.0,,
内蒙古,2021,21584.8,20514.2,100.2,45.7,25418.0,25418.0,3518.0,3518.0,68.21,1218.0,267.7,,,,7.2,1235.6,,1671.05,5998.0,,
内蒙古,2022,23795.7,23158.6,106.3,48.5,24595.0,24595.0,3613.0,3613.0,68.6,1190.0,265.5,,,,16.2,1506.6,,2134.4,6676.0,,
内蒙古,2023,25020.5,24627.0,104.2,47.5,25229.0,25229.0,3899.0,3899.0,69.58,1211.0,268.7,,,,20.4,1960.0,,2331.22,8248.0,,
内蒙古,2024,26337.0,26314.6,106.55,44.1,24578.0,24578.0,3942.0,3942.0,70.73,1198.0,284.3,,,,8.7,2074.88,,2212.42,11625.0,,
北京,2005,,6969.52,111.8,29.5,203582.0,,22014.0,,83.62,920.35,,379.2,,2827.23,,,12550642.53,919.21,12102.0,339209.0,
北京,2006,8618.9,8117.78,112.8,27.8,14294.0,14294.0,1605.0,1605.0,84.33,919.7,,426.43,426.4,3296.38,,,15803662.77,1117.15,14226.0,338690.0,338690.0
北京,2007,10730.4,9846.81,113.3,26.8,14554.0,14554.0,1484.0,1484.0,84.5,1111.42,,398.26,398.3,3907.2,,,19299976.1,1435.67,18763.0,340120.0,340120.0
北京,2008,12167.6,11115.0,109.0,25.7,14813.0,14813.0,1524.0,1524.0,84.9,1173.8,570.3,441.52,441.5,3814.73,,,27169289.9,1775.58,28394.0,348675.0,348675.0
北京,2009,13335.7,12153.03,110.2,23.5,15096.0,15096.0,1524.0,1524.0,85.0,1255.08,619.3,478.4,478.4,4616.92,,,21473305.3,1913.97,29326.0,352533.0,352533.0
北京,2010,15420.2,14113.58,110.3,24.0,,,,,85.96,1317.66,646.6,525.98,526.0,5402.95,,,30172154.8,2251.59,33466.0,341509.0,341509.0
北京,2011,17653.3,16251.93,108.1,23.1,17246.0,17246.0,1521.0,1521.0,86.2,,685.9,558.81,558.8,5578.93,,,38955597.7,2854.63,45057.0,364568.0,364568.0
北京,2012,19568.3,17879.4,107.7,22.7,17266.0,17266.0,1485.0,1485.0,86.29,,717.4,592.33,592.3,6112.37,,,40810731.9,3124.75,52720.0,375600.0,
北京,2013,21746.0,19800.81,107.7,22.3,17454.0,17454.0,1498.0,1498.0,86.39,,742.3,640.28,640.3,6847.06,,,42899581.2,3514.52,67554.0,388073.0,
北京,2014,23577.5,21330.83,107.3,21.3,17758.0,17757.0,1518.0,1518.0,86.5,,755.9,828.6,828.6,6924.2,,,41551859.0,3861.29,78129.0,406864.0,
北京,2015,26034.1,23014.59,,19.74,335775.0,335775.0,35775.0,35775.0,86.71,,777.3,951.73,951.7,7495.99,,,,4263.91,88930.0,407724.0,
北京,2016,28438.7,25669.13,,19.26,18132.0,18132.0,2128.81,2129.0,86.76,,791.5,1046.74,1046.7,7943.89,,18649.0,,4452.97,104643.0,414296.0,
北京,2017,31325.9,28014.94,,19.01,17801.0,17801.0,2225.47,2225.0,86.93,,812.9,1141.38,1141.4,8370.44,,21943.71,,4676.68,99167.0,423939.0,
北京,2018,35161.4,30319.98,,18.63,17673.0,17673.0,1988.79,1989.0,87.09,,819.3,1202.42,1202.4,,-15.5,27185.54,,4988.83,117664.0,,
北京,2019,37767.0,35371.28,,16.2,16666.0,16666.0,1909.01,1909.0,87.35,,791.3,1187.47,1187.5,,-3.2,28689.71,,4822.98,129930.0,,
北京,2020,38503.6,36102.55,,15.8,,,,,87.55,1164.0,739.9,,,,3.4,23313.0,,4643.87,145035.0,,
北京,2021,44350.7,40269.6,,18.05,23185.0,23185.0,3300.0,3300.0,87.5,1158.0,759.5,,,,11.2,30438.4,,5164.64,167608.0,,
北京,2022,45222.4,41610.9,,15.9,22372.0,22372.0,3382.0,3382.0,87.57,1132.0,747.1,,,,-7.1,36420.1,,4867.07,189198.0,,
北京,2023,47353.7,43760.7,,14.9,23018.0,23018.0,3650.0,3650.0,87.83,1129.0,755.6,,,,4.0,36448.5,,5357.09,205179.0,,
北京,2024,49670.2,49843.1,105.2,14.5,22470.0,22470.0,3703.0,3703.0,88.22,1118.0,763.6,,,,-4.7,36078.83,,5473.16,210052.0,,
吉林,2005,,3620.27,112.1,43.6,359512.0,,27577.0,,52.52,1099.41,,176.93,,1741.09,,,652772.31,207.15,1290.0,559747.0,
吉林,2006,3271.5,4275.12,113.55,44.8,25243.0,25243.0,2084.0,2084.0,52.97,1250.5,,166.36,166.4,2594.34,,,1339571.3900000001,245.2,1335.0,549781.0,549781.0
吉林,2007,4134.7,5284.69,115.55,46.8,25067.0,25067.0,2208.0,2208.0,53.16,1096.19,,177.11,177.1,3651.36,,,1029800.1,237.39,1635.0,558105.0,558105.0
吉林,2008,4905.4,6426.1,116.05,47.7,24764.0,24764.0,2260.0,2260.0,53.21,1143.51,262.0,215.96,216.0,5038.92,,,1333212.5,311.07,1895.0,561051.0,561051.0
吉林,2009,5515.3,7278.75,114.8,48.7,24349.0,24349.0,2164.0,2164.0,53.32,1184.71,265.3,246.04,246.0,6411.6,,,1174240.7,361.11,2166.0,552889.0,552889.0
吉林,2010,6505.9,8667.58,113.69999999999999,52.0,,,,,53.35,1248.67,267.6,309.22,309.2,7870.38,,,1684518.2,439.31,2789.0,533203.0,533203.0
吉林,2011,7857.7,10568.83,113.8,53.1,23490.0,23490.0,2044.0,2044.0,53.4,,277.9,363.72,363.7,7441.71,,,2206093.0,624.19,3334.0,535262.0,535262.0
吉林,2012,8831.3,11939.24,112.9,53.41,22949.0,22949.0,1776.0,1776.0,54.54,,285.5,407.07,407.1,9511.54,,,2456300.9,760.57,3913.0,514732.0,
吉林,2013,9608.6,13046.4,110.15,52.8,22707.0,22707.0,2193.0,2193.0,55.74,,338.4,473.14,473.1,9979.26,,,2583173.5,856.41,4549.0,508073.0,
吉林,2014,10077.0,13803.14,107.4,52.8,22714.0,22715.0,2310.0,2310.0,56.81,,334.4,512.4,512.4,11339.6,,,2638079.0,884.4,5288.0,492204.0,
吉林,2015,10162.9,14063.13,106.5,49.82,428511.0,428511.0,46769.0,46769.0,57.64,,325.1,580.36,580.4,12705.29,,,,867.12,6154.0,479672.0,
吉林,2016,10603.5,14776.8,106.3,47.41,22945.0,22945.0,2490.24,2490.0,58.75,,322.1,615.15,615.2,13923.2,,1217.62,,872.97,7537.0,475490.0,
吉林,2017,11083.0,14944.53,106.9,46.83,22424.0,22424.0,2734.63,2735.0,59.71,,307.1,726.86,726.9,13283.89,,1254.98,,854.03,7780.0,463984.0,
吉林,2018,11437.4,15074.62,105.3,42.53,22173.0,22173.0,2743.18,2743.0,60.85,,279.3,768.11,768.1,,1.8,1363.1,,891.75,10530.0,,
吉林,2019,11949.4,11726.82,104.5,35.2,20939.0,20939.0,2782.5,2783.0,61.63,,277.3,817.7,817.7,,-13.1,1302.77,,797.98,11269.0,,
吉林,2020,12499.5,12311.32,103.0,35.1,,,,,62.64,1261.0,257.8,,,,9.5,1282.3,,771.95,11113.0,,
吉林,2021,13431.1,13235.5,102.4,36.03,25158.0,25158.0,4205.0,4205.0,63.36,1228.0,254.7,,,,1.7,1503.8,,809.41,12680.0,,
吉林,2022,13121.4,13070.2,106.6,35.4,24045.0,24045.0,4269.0,4269.0,63.72,1185.0,242.3,,,,-5.3,1559.4,,570.63,15518.0,,
吉林,2023,13942.7,13531.2,98.1,33.9,24629.0,24629.0,4594.0,4594.0,64.73,1170.0,233.9,,,,-7.4,1678.8,,699.57,17576.0,,
吉林,2024,14305.0,14361.2,105.3,31.9,23845.0,23845.0,4629.0,4629.0,65.78,1161.0,240.6,,,,-1.8,1764.21,,682.13,21148.0,,
四川,2005,,7385.1,112.61,41.5,1087009.0,,118672.0,,33.0,4603.5,,488.54,,3585.18,,,790196.38,479.66,2256.0,983303.0,
四川,2006,8602.1,8690.24,112.975,43.7,76324.0,76324.0,8625.0,8625.0,34.3,4715.0,,575.96,576.0,4412.88,,,3110468.965,607.59,2930.0,996897.0,996897.0
四川,2007,10694.5,10562.39,113.755,44.2,75201.0,75201.0,8261.0,8261.0,35.6,4778.64,,607.16,607.2,5639.8,,,1437812.4,628.95,3406.0,999505.0,999505.0
四川,2008,12941.4,12601.23,111.845,46.3,73722.0,73722.0,8440.0,8440.0,37.4,4874.46,550.9,667.36,667.4,7127.81,,,2211364.7,732.07,4098.0,1014272.0,1014272.0
四川,2009,14396.2,14151.28,112.00999999999999,47.4,72471.0,72471.0,8838.0,8838.0,38.7,4945.23,564.4,728.29,728.3,11371.87,,,2416865.1,886.67,6260.0,1012281.0,1012281.0
四川,2010,17466.7,17185.48,114.8,50.5,,,,,40.18,4997.61,570.6,765.01,765.0,13116.72,,,3269386.4,1180.58,8342.0,991047.0,991047.0
四川,2011,21313.1,21026.68,115.05,52.5,68777.0,68777.0,8277.0,8277.0,41.85,,614.0,795.03,795.0,14222.22,,,4772416.9,1537.42,11808.0,1016124.0,1016124.0
四川,2012,24224.9,23872.8,113.8,51.66,67386.0,67386.0,7961.0,7961.0,43.35,,640.9,884.1,884.1,17039.98,,,5914359.8,1827.04,16368.0,1017865.0,
四川,2013,26858.4,26392.07,111.3,51.7,66904.0,66904.0,8536.0,8536.0,44.96,,846.2,955.03,955.0,20326.11,,,6457465.8,2103.51,23510.0,1036121.0,
四川,2014,29357.5,28536.66,109.25,48.9,67179.0,67179.0,9398.0,9398.0,46.51,,808.7,983.7,983.7,23318.6,,,7020297.0,2312.46,29926.0,1048175.0,
四川,2015,30829.1,30053.1,108.5,44.08,1277289.0,1277289.0,165273.0,165273.0,48.27,,795.5,1344.99,1345.0,25525.9,,,,2353.51,40437.0,1053903.0,
四川,2016,33879.2,32934.54,107.9,40.84,69457.0,69457.0,9513.21,9513.0,50.0,,787.5,1405.89,1405.9,28811.95,,3261.45,,2329.23,54277.0,1068656.0,
四川,2017,38517.1,36980.22,107.8,38.75,68609.0,68609.0,9557.24,9557.0,51.78,,792.2,965.8,965.8,31902.09,,4604.87,,2430.32,64642.0,1082018.0,
四川,2018,43539.0,40678.13,108.1,37.67,68344.0,68344.0,10243.67,10244.0,53.5,,780.6,1129.13,1129.1,,-5.6,5946.71,,2819.77,53805.0,,
四川,2019,47168.6,46615.82,108.0,37.3,65230.0,65230.0,10266.2,10266.0,55.36,,788.9,1329.24,1329.2,,10.0,6789.83,,2888.74,39539.0,,
四川,2020,49445.1,48598.76,107.5,36.2,,,,,56.73,4745.0,861.8,,,,-0.1,8088.6,,2967.2,41417.0,,
四川,2021,55131.3,53850.8,103.8,36.96,88670.0,88670.0,15590.0,15590.0,57.82,4727.0,871.5,,,,2.9,9513.6,,3334.86,45358.0,,
四川,2022,57609.4,56749.8,108.2,37.3,85772.0,85772.0,15546.0,15546.0,58.35,4706.0,881.4,,,,10.3,10044.3,,3151.43,48283.0,,
四川,2023,61353.4,60132.9,102.9,35.4,88112.0,88112.0,16268.0,16268.0,59.49,4722.0,883.6,,,,3.9,9558.1,,3700.9,53454.0,,
四川,2024,64537.9,64697.0,105.85,35.3,86091.0,86091.0,15878.0,15878.0,60.1,4663.0,821.2,,,,-4.6,10452.55,,3601.04,58261.0,,
天津,2005,,3905.64,114.7,55.5,138060.0,,13377.0,,75.11,426.88,,114.17,,1495.14,,,5327680.45,331.85,4470.0,247879.0,
天津,2006,3592.5,4462.74,114.6,57.1,9694.0,9694.0,1023.0,1023.0,75.73,562.92,,122.8,122.8,1820.52,,,8937237.14,417.05,4981.0,247307.0,247307.0
